categoria,tabela,coluna,yaml_local,rotulo_local,descricao_local,codigos_locais_json,formato_local,referencias_locais_json,mencao_textual_em_pdf,validacao_semantica
CNES,t000_STRR2301,GESPRG3E,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,GESPRG3M,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,GESPRG5E,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,GESPRG5M,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,GESPRG6E,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,GESPRG6M,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,NIVATE_H,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEITP1,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEITP2,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEITP3,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,LEITHOSP,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST01,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST02,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST03,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST04,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST05,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST06,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST07,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST08,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST09,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST10,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST11,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST12,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST13,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST14,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,URGEMERG,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST15,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST16,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST17,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST18,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST19,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST20,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST21,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST22,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST23,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST24,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST25,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST26,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST27,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST28,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST29,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST30,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,ATENDAMB,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST31,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST32,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST33,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,CENTRCIR,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST34,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST35,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST36,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTINST37,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,CENTROBS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT05,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT06,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT07,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT08,,,,,,,,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT09,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT19,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT20,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT21,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT22,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT23,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT32,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT34,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT38,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT39,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,QTLEIT40,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,CENTRNEO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,ATENDHOS,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP01P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP01T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP02P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP02T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP03P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP03T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP04P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP04T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP05P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP05T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP06P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP06T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP07P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP07T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP08P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP08T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP09P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP09T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP10P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP10T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP11P,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAP11T,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,SERAPOIO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,RES_BIOL,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,RES_QUIM,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,RES_RADI,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,RES_COMU,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COLETRES,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS01,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS02,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS03,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS04,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS05,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS06,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS07,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS08,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS09,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS10,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS11,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISS12,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,COMISSAO,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV01,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV02,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV03,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV04,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV05,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV06,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP01CV07,,,,,,,,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV01,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV02,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV03,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV04,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV05,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV06,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP02CV07,,,,,,,,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP03CV01,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
CNES,t000_STRR2301,AP03CV02,,,,,,,ftp://ftp.datasus.gov.br/dissemin/publicos/CNES/200508_/doc/IT_CNES_1706.pdf,Não auditada individualmente; rótulo local/menção textual não comprovam correspondência semântica.
